Año;Mes;Nacionalidad;Femenino;Masculino;Indefinido;Total;Nueva;columna;georreferenciada
2012;Enero;Venezuela;297;339;;636;POINT;0.81488;-77356
2012;Enero;Venezuela;7;12;;19;POINT;10406342;-75527794
2012;Enero;Venezuela;76;133;;209;POINT;10446304;-75516486
2012;Enero;Venezuela;55;70;;125;POINT;10886686;-74776479
2012;Enero;Venezuela;0;4;;4;POINT;11117206;-74232675
2012;Enero;Venezuela;1265;1721;;2986;POINT;11360029;-72129595
2012;Enero;Venezuela;1;0;;1;POINT;1152863;-72919186
2012;Enero;Venezuela;13;13;;26;POINT;125862;-81702165
2012;Enero;Venezuela;53;58;;111;POINT;3451668;-76532004
2012;Enero;Venezuela;5306;6178;;11484;POINT;4697157;-74140516
2012;Enero;Venezuela;7;24;;31;POINT;4815189;-75736374
2012;Enero;Venezuela;362;421;;783;POINT;6170465;-7542726
2012;Enero;Venezuela;5;3;;8;POINT;6185536;-67484028
2012;Enero;Venezuela;67;81;;148;POINT;7088729;-70740253
2012;Enero;Venezuela;3;1;;4;POINT;7128047;-73181317
2012;Enero;Venezuela;1767;1997;;3764;POINT;7819;-72453013
2012;Enero;Venezuela;431;487;;918;POINT;7927233;-72508188
2012;Enero;Venezuela;1;1;;2;POINT;863337;-7735002
2012;Febrero;Venezuela;0;3;;3;POINT;-4191162;-69941498
2012;Febrero;Venezuela;95;123;;218;POINT;0.81488;-77356
2012;Febrero;Venezuela;9;15;;24;POINT;10406342;-75527794
2012;Febrero;Venezuela;81;113;;194;POINT;10446304;-75516486
2012;Febrero;Venezuela;82;116;;198;POINT;10886686;-74776479
2012;Febrero;Venezuela;0;1;;1;POINT;10970933;-74765343
2012;Febrero;Venezuela;0;4;;4;POINT;11117206;-74232675
2012;Febrero;Venezuela;0;3;;3;POINT;11247723;-74213989
2012;Febrero;Venezuela;1852;2.26;;4112;POINT;11360029;-72129595
2012;Febrero;Venezuela;3;2;;5;POINT;1152863;-72919186
2012;Febrero;Venezuela;9;13;;22;POINT;125862;-81702165
2012;Febrero;Venezuela;49;60;;109;POINT;3451668;-76532004
2012;Febrero;Venezuela;0;2;;2;POINT;445285;-75766353
2012;Febrero;Venezuela;4326;5705;;10031;POINT;4697157;-74140516
2012;Febrero;Venezuela;2;15;;17;POINT;4815189;-75736374
2012;Febrero;Venezuela;294;336;;630;POINT;6170465;-7542726
2012;Febrero;Venezuela;4;6;;10;POINT;6185536;-67484028
2012;Febrero;Venezuela;27;45;;72;POINT;7088729;-70740253
2012;Febrero;Venezuela;6;10;;16;POINT;7128047;-73181317
2012;Febrero;Venezuela;1318;1.52;;2838;POINT;7819;-72453013
2012;Febrero;Venezuela;325;382;;707;POINT;7927233;-72508188
2012;Febrero;Venezuela;7;4;;11;POINT;863337;-7735002
2012;Marzo;Venezuela;48;89;;137;POINT;0.81488;-77356
2012;Marzo;Venezuela;17;9;;26;POINT;10406342;-75527794
2012;Marzo;Venezuela;64;123;;187;POINT;10446304;-75516486
2012;Marzo;Venezuela;116;137;;253;POINT;10886686;-74776479
2012;Marzo;Venezuela;0;4;;4;POINT;11117206;-74232675
2012;Marzo;Venezuela;1251;1.72;;2971;POINT;11360029;-72129595
2012;Marzo;Venezuela;2;1;;3;POINT;1152863;-72919186
2012;Marzo;Venezuela;0;1;;1;POINT;125744111;-81703935
2012;Marzo;Venezuela;8;7;;15;POINT;125862;-81702165
2012;Marzo;Venezuela;35;51;;86;POINT;3451668;-76532004
2012;Marzo;Venezuela;1;2;;3;POINT;445285;-75766353
2012;Marzo;Venezuela;4184;5545;;9729;POINT;4697157;-74140516
2012;Marzo;Venezuela;2;21;;23;POINT;4815189;-75736374
2012;Marzo;Venezuela;321;396;;717;POINT;6170465;-7542726
2012;Marzo;Venezuela;13;14;;27;POINT;6185536;-67484028
2012;Marzo;Venezuela;41;82;;123;POINT;7088729;-70740253
2012;Marzo;Venezuela;8;17;;25;POINT;7128047;-73181317
2012;Marzo;Venezuela;1299;1506;;2805;POINT;7819;-72453013
2012;Marzo;Venezuela;256;300;;556;POINT;7927233;-72508188
2012;Marzo;Venezuela;0;1;;1;POINT;863337;-7735002
2012;Abril;Venezuela;50;94;;144;POINT;0.81488;-77356
2012;Abril;Venezuela;0;1;;1;POINT;1800143;-78802679
2012;Abril;Venezuela;7;20;;27;POINT;10406342;-75527794
2012;Abril;Venezuela;0;14;;14;POINT;10433609;-73247863
2012;Abril;Venezuela;112;222;;334;POINT;10446304;-75516486
2012;Abril;Venezuela;35;53;;88;POINT;10886686;-74776479
2012;Abril;Venezuela;1;2;;3;POINT;11117206;-74232675
2012;Abril;Venezuela;0;3;;3;POINT;11247723;-74213989
2012;Abril;Venezuela;2051;2483;;4534;POINT;11360029;-72129595
2012;Abril;Venezuela;7;6;;13;POINT;1152863;-72919186
2012;Abril;Venezuela;8;8;;16;POINT;125862;-81702165
2012;Abril;Venezuela;51;58;;109;POINT;3451668;-76532004
2012;Abril;Venezuela;1;1;;2;POINT;445285;-75766353
2012;Abril;Venezuela;5067;5746;;10813;POINT;4697157;-74140516
2012;Abril;Venezuela;1;17;;18;POINT;4815189;-75736374
2012;Abril;Venezuela;243;312;;555;POINT;6170465;-7542726
2012;Abril;Venezuela;28;45;;73;POINT;6185536;-67484028
2012;Abril;Venezuela;47;47;;94;POINT;7088729;-70740253
2012;Abril;Venezuela;5;6;;11;POINT;7128047;-73181317
2012;Abril;Venezuela;1276;1365;;2641;POINT;7819;-72453013
2012;Abril;Venezuela;225;220;;445;POINT;7927233;-72508188
2012;Abril;Venezuela;0;1;;1;POINT;863337;-7735002
2012;Mayo;Venezuela;0;2;;2;POINT;-4191162;-69941498
2012;Mayo;Venezuela;40;60;;100;POINT;0.81488;-77356
2012;Mayo;Venezuela;3;12;;15;POINT;10406342;-75527794
2012;Mayo;Venezuela;88;130;;218;POINT;10446304;-75516486
2012;Mayo;Venezuela;56;92;;148;POINT;10886686;-74776479
2012;Mayo;Venezuela;0;1;;1;POINT;10970933;-74765343
2012;Mayo;Venezuela;0;2;;2;POINT;11247723;-74213989
2012;Mayo;Venezuela;1008;1448;;2456;POINT;11360029;-72129595
2012;Mayo;Venezuela;1;5;;6;POINT;1152863;-72919186
2012;Mayo;Venezuela;11;9;;20;POINT;125862;-81702165
2012;Mayo;Venezuela;52;78;;130;POINT;3451668;-76532004
2012;Mayo;Venezuela;3812;5305;;9117;POINT;4697157;-74140516
2012;Mayo;Venezuela;5;20;;25;POINT;4815189;-75736374
2012;Mayo;Venezuela;320;415;;735;POINT;6170465;-7542726
2012;Mayo;Venezuela;0;4;;4;POINT;6185536;-67484028
2012;Mayo;Venezuela;30;68;;98;POINT;7088729;-70740253
2012;Mayo;Venezuela;13;20;;33;POINT;7128047;-73181317
2012;Mayo;Venezuela;851;1016;;1867;POINT;7819;-72453013
2012;Mayo;Venezuela;175;197;;372;POINT;7927233;-72508188
2012;Mayo;Venezuela;0;1;;1;POINT;863337;-7735002
2012;Junio;Venezuela;32;69;;101;POINT;0.81488;-77356
2012;Junio;Venezuela;0;27;;27;POINT;10406342;-75527794
2012;Junio;Venezuela;80;122;;202;POINT;10446304;-75516486
2012;Junio;Venezuela;40;97;;137;POINT;10886686;-74776479
2012;Junio;Venezuela;0;2;;2;POINT;11247723;-74213989
2012;Junio;Venezuela;1048;1561;;2609;POINT;11360029;-72129595
2012;Junio;Venezuela;3;1;;4;POINT;1152863;-72919186
2012;Junio;Venezuela;11;10;;21;POINT;125862;-81702165
2012;Junio;Venezuela;39;50;;89;POINT;3451668;-76532004
2012;Junio;Venezuela;3.77;4979;;8749;POINT;4697157;-74140516
2012;Junio;Venezuela;3;13;;16;POINT;4815189;-75736374
2012;Junio;Venezuela;292;362;;654;POINT;6170465;-7542726
2012;Junio;Venezuela;7;4;;11;POINT;6185536;-67484028
2012;Junio;Venezuela;59;110;;169;POINT;7088729;-70740253
2012;Junio;Venezuela;7;10;;17;POINT;7128047;-73181317
2012;Junio;Venezuela;1018;1303;;2321;POINT;7819;-72453013
2012;Junio;Venezuela;186;236;;422;POINT;7927233;-72508188
2012;Julio;Venezuela;1;1;;2;POINT;0.33002;-76876446
2012;Julio;Venezuela;47;75;;122;POINT;0.81488;-77356
2012;Julio;Venezuela;0;3;;3;POINT;10406342;-75527794
2012;Julio;Venezuela;88;94;;182;POINT;10446304;-75516486
2012;Julio;Venezuela;29;70;;99;POINT;10886686;-74776479
2012;Julio;Venezuela;0;5;;5;POINT;11117206;-74232675
2012;Julio;Venezuela;1.81;2333;;4143;POINT;11360029;-72129595
2012;Julio;Venezuela;1;2;;3;POINT;1152863;-72919186
2012;Julio;Venezuela;22;24;;46;POINT;125862;-81702165
2012;Julio;Venezuela;37;55;;92;POINT;3451668;-76532004
2012;Julio;Venezuela;0;1;;1;POINT;445285;-75766353
2012;Julio;Venezuela;4918;6202;;11.12;POINT;4697157;-74140516
2012;Julio;Venezuela;5;17;;22;POINT;4815189;-75736374
2012;Julio;Venezuela;478;511;;989;POINT;6170465;-7542726
2012;Julio;Venezuela;7;4;;11;POINT;6185536;-67484028
2012;Julio;Venezuela;30;40;;70;POINT;7088729;-70740253
2012;Julio;Venezuela;5;4;;9;POINT;7128047;-73181317
2012;Julio;Venezuela;1785;1888;;3673;POINT;7819;-72453013
2012;Julio;Venezuela;282;263;;545;POINT;7927233;-72508188
2012;Agosto;Venezuela;0;1;;1;POINT;-4191162;-69941498
2012;Agosto;Venezuela;5;1;;6;POINT;0.33002;-76876446
2012;Agosto;Venezuela;95;126;;221;POINT;0.81488;-77356
2012;Agosto;Venezuela;0;10;;10;POINT;10406342;-75527794
2012;Agosto;Venezuela;462;289;;751;POINT;10446304;-75516486
2012;Agosto;Venezuela;45;68;;113;POINT;10886686;-74776479
2012;Agosto;Venezuela;3578;3358;;6936;POINT;11360029;-72129595
2012;Agosto;Venezuela;2;0;;2;POINT;1152863;-72919186
2012;Agosto;Venezuela;30;28;;58;POINT;125862;-81702165
2012;Agosto;Venezuela;33;54;;87;POINT;3451668;-76532004
2012;Agosto;Venezuela;1;1;;2;POINT;445285;-75766353
2012;Agosto;Venezuela;6.48;6578;;13058;POINT;4697157;-74140516
2012;Agosto;Venezuela;1;9;;10;POINT;4815189;-75736374
2012;Agosto;Venezuela;562;648;;1.21;POINT;6170465;-7542726
2012;Agosto;Venezuela;3;5;;8;POINT;6185536;-67484028
2012;Agosto;Venezuela;103;133;;236;POINT;7088729;-70740253
2012;Agosto;Venezuela;3;8;;11;POINT;7128047;-73181317
2012;Agosto;Venezuela;3295;3022;;6317;POINT;7819;-72453013
2012;Agosto;Venezuela;502;484;;986;POINT;7927233;-72508188
2012;Agosto;Venezuela;0;1;;1;POINT;806667;-767333
2012;Septiembre;Venezuela;0;4;;4;POINT;0.33002;-76876446
2012;Septiembre;Venezuela;144;156;;300;POINT;0.81488;-77356
2012;Septiembre;Venezuela;347;311;;658;POINT;10446304;-75516486
2012;Septiembre;Venezuela;34;81;;115;POINT;10886686;-74776479
2012;Septiembre;Venezuela;0;4;;4;POINT;11117206;-74232675
2012;Septiembre;Venezuela;1.36;1693;;3053;POINT;11360029;-72129595
2012;Septiembre;Venezuela;1;0;;1;POINT;1152863;-72919186
2012;Septiembre;Venezuela;27;16;;43;POINT;125862;-81702165
2012;Septiembre;Venezuela;112;104;;216;POINT;3451668;-76532004
2012;Septiembre;Venezuela;5947;6938;;12885;POINT;4697157;-74140516
2012;Septiembre;Venezuela;0;7;;7;POINT;4815189;-75736374
2012;Septiembre;Venezuela;310;366;;676;POINT;6170465;-7542726
2012;Septiembre;Venezuela;2;3;;5;POINT;6185536;-67484028
2012;Septiembre;Venezuela;2;0;;2;POINT;6222552;-77401154
2012;Septiembre;Venezuela;28;47;;75;POINT;7088729;-70740253
2012;Septiembre;Venezuela;9;7;;16;POINT;7128047;-73181317
2012;Septiembre;Venezuela;1801;1765;;3566;POINT;7819;-72453013
2012;Septiembre;Venezuela;402;444;;846;POINT;7927233;-72508188
2012;Septiembre;Venezuela;0;2;;2;POINT;806667;-767333
2012;Septiembre;Venezuela;0;1;;1;POINT;863337;-7735002
2012;Octubre;Venezuela;0;2;;2;POINT;-4191162;-69941498
2012;Octubre;Venezuela;0;1;;1;POINT;0.33002;-76876446
2012;Octubre;Venezuela;69;83;;152;POINT;0.81488;-77356
2012;Octubre;Venezuela;0;20;;20;POINT;1397318;-77290564
2012;Octubre;Venezuela;0;1;;1;POINT;10406342;-75527794
2012;Octubre;Venezuela;131;153;;284;POINT;10446304;-75516486
2012;Octubre;Venezuela;35;75;;110;POINT;10886686;-74776479
2012;Octubre;Venezuela;2;7;;9;POINT;11117206;-74232675
2012;Octubre;Venezuela;776;1425;;2201;POINT;11360029;-72129595
2012;Octubre;Venezuela;20;12;;32;POINT;125862;-81702165
2012;Octubre;Venezuela;55;81;;136;POINT;3451668;-76532004
2012;Octubre;Venezuela;1;3;;4;POINT;445285;-75766353
2012;Octubre;Venezuela;5287;6649;;11936;POINT;4697157;-74140516
2012;Octubre;Venezuela;1;12;;13;POINT;4815189;-75736374
2012;Octubre;Venezuela;313;393;;706;POINT;6170465;-7542726
2012;Octubre;Venezuela;51;89;;140;POINT;6185536;-67484028
2012;Octubre;Venezuela;49;101;;150;POINT;7088729;-70740253
2012;Octubre;Venezuela;2;2;;4;POINT;7128047;-73181317
2012;Octubre;Venezuela;1046;1305;;2351;POINT;7819;-72453013
2012;Octubre;Venezuela;214;302;;516;POINT;7927233;-72508188
2012;Octubre;Venezuela;0;1;;1;POINT;863337;-7735002
2012;Noviembre;Venezuela;2;4;;6;POINT;-4191162;-69941498
2012;Noviembre;Venezuela;0;2;;2;POINT;0.33002;-76876446
2012;Noviembre;Venezuela;36;64;;100;POINT;0.81488;-77356
2012;Noviembre;Venezuela;3;5;;8;POINT;10406342;-75527794
2012;Noviembre;Venezuela;72;90;;162;POINT;10446304;-75516486
2012;Noviembre;Venezuela;27;63;;90;POINT;10886686;-74776479
2012;Noviembre;Venezuela;0;5;;5;POINT;11117206;-74232675
2012;Noviembre;Venezuela;0;2;;2;POINT;11247723;-74213989
2012;Noviembre;Venezuela;749;1391;;2.14;POINT;11360029;-72129595
2012;Noviembre;Venezuela;0;1;;1;POINT;1152863;-72919186
2012;Noviembre;Venezuela;16;10;;26;POINT;125862;-81702165
2012;Noviembre;Venezuela;62;89;;151;POINT;3451668;-76532004
2012;Noviembre;Venezuela;2;3;;5;POINT;445285;-75766353
2012;Noviembre;Venezuela;5158;6676;;11834;POINT;4697157;-74140516
2012;Noviembre;Venezuela;7;14;;21;POINT;4815189;-75736374
2012;Noviembre;Venezuela;372;561;;933;POINT;6170465;-7542726
2012;Noviembre;Venezuela;197;243;;440;POINT;6185536;-67484028
2012;Noviembre;Venezuela;40;79;;119;POINT;7088729;-70740253
2012;Noviembre;Venezuela;11;13;;24;POINT;7128047;-73181317
2012;Noviembre;Venezuela;1063;1339;;2402;POINT;7819;-72453013
2012;Noviembre;Venezuela;179;200;;379;POINT;7927233;-72508188
2012;Noviembre;Venezuela;1;1;;2;POINT;863337;-7735002
2012;Diciembre;Venezuela;0;1;;1;POINT;-4191162;-69941498
2012;Diciembre;Venezuela;0;2;;2;POINT;0.33002;-76876446
2012;Diciembre;Venezuela;66;95;;161;POINT;0.81488;-77356
2012;Diciembre;Venezuela;8;31;;39;POINT;10406342;-75527794
2012;Diciembre;Venezuela;138;155;;293;POINT;10446304;-75516486
2012;Diciembre;Venezuela;74;106;;180;POINT;10886686;-74776479
2012;Diciembre;Venezuela;3349;4331;;7.68;POINT;11360029;-72129595
2012;Diciembre;Venezuela;2;3;;5;POINT;1152863;-72919186
2012;Diciembre;Venezuela;10;9;;19;POINT;125862;-81702165
2012;Diciembre;Venezuela;91;104;;195;POINT;3451668;-76532004
2012;Diciembre;Venezuela;3;3;;6;POINT;445285;-75766353
2012;Diciembre;Venezuela;6518;6896;;13414;POINT;4697157;-74140516
2012;Diciembre;Venezuela;6;18;;24;POINT;4815189;-75736374
2012;Diciembre;Venezuela;630;616;;1246;POINT;6170465;-7542726
2012;Diciembre;Venezuela;174;236;;410;POINT;6185536;-67484028
2012;Diciembre;Venezuela;115;174;;289;POINT;7088729;-70740253
2012;Diciembre;Venezuela;11;12;;23;POINT;7128047;-73181317
2012;Diciembre;Venezuela;2675;3224;;5899;POINT;7819;-72453013
2012;Diciembre;Venezuela;648;666;;1314;POINT;7927233;-72508188
2013;Enero;Venezuela;218;230;;448;POINT;0.81488;-77356
2013;Enero;Venezuela;6;6;;12;POINT;10406342;-75527794
2013;Enero;Venezuela;110;161;;271;POINT;10446304;-75516486
2013;Enero;Venezuela;59;90;;149;POINT;10886686;-74776479
2013;Enero;Venezuela;1209;1878;;3087;POINT;11360029;-72129595
2013;Enero;Venezuela;1;1;;2;POINT;1152863;-72919186
2013;Enero;Venezuela;8;2;;10;POINT;125862;-81702165
2013;Enero;Venezuela;86;111;;197;POINT;3451668;-76532004
2013;Enero;Venezuela;1;1;;2;POINT;445285;-75766353
2013;Enero;Venezuela;5877;6.57;;12447;POINT;4697157;-74140516
2013;Enero;Venezuela;3;19;;22;POINT;4815189;-75736374
2013;Enero;Venezuela;358;415;;773;POINT;6170465;-7542726
2013;Enero;Venezuela;134;204;;338;POINT;6185536;-67484028
2013;Enero;Venezuela;57;104;;161;POINT;7088729;-70740253
2013;Enero;Venezuela;4;3;;7;POINT;7128047;-73181317
2013;Enero;Venezuela;1408;1586;;2994;POINT;7819;-72453013
2013;Enero;Venezuela;238;262;;500;POINT;7927233;-72508188
2013;Enero;Venezuela;1;2;;3;POINT;863337;-7735002
2013;Febrero;Venezuela;86;94;;180;POINT;0.81488;-77356
2013;Febrero;Venezuela;6;5;;11;POINT;10406342;-75527794
2013;Febrero;Venezuela;97;175;;272;POINT;10446304;-75516486
2013;Febrero;Venezuela;128;148;;276;POINT;10886686;-74776479
2013;Febrero;Venezuela;1;0;;1;POINT;11247723;-74213989
2013;Febrero;Venezuela;1714;2157;;3871;POINT;11360029;-72129595
2013;Febrero;Venezuela;1;3;;4;POINT;1152863;-72919186
2013;Febrero;Venezuela;18;10;;28;POINT;125862;-81702165
2013;Febrero;Venezuela;58;74;;132;POINT;3451668;-76532004
2013;Febrero;Venezuela;1;3;;4;POINT;445285;-75766353
2013;Febrero;Venezuela;6493;7.16;;13653;POINT;4697157;-74140516
2013;Febrero;Venezuela;6;25;;31;POINT;4815189;-75736374
2013;Febrero;Venezuela;417;477;;894;POINT;6170465;-7542726
2013;Febrero;Venezuela;214;333;;547;POINT;6185536;-67484028
2013;Febrero;Venezuela;45;72;;117;POINT;7088729;-70740253
2013;Febrero;Venezuela;15;10;;25;POINT;7128047;-73181317
2013;Febrero;Venezuela;1629;1.57;;3199;POINT;7819;-72453013
2013;Febrero;Venezuela;353;330;;683;POINT;7927233;-72508188
2013;Marzo;Venezuela;0;2;;2;POINT;-4191162;-69941498
2013;Marzo;Venezuela;68;95;;163;POINT;0.81488;-77356
2013;Marzo;Venezuela;4;10;;14;POINT;10406342;-75527794
2013;Marzo;Venezuela;104;139;;243;POINT;10446304;-75516486
2013;Marzo;Venezuela;39;63;;102;POINT;10886686;-74776479
2013;Marzo;Venezuela;1443;1824;;3267;POINT;11360029;-72129595
2013;Marzo;Venezuela;2;1;;3;POINT;1152863;-72919186
2013;Marzo;Venezuela;2;2;;4;POINT;125862;-81702165
2013;Marzo;Venezuela;44;74;;118;POINT;3451668;-76532004
2013;Marzo;Venezuela;0;2;;2;POINT;445285;-75766353
2013;Marzo;Venezuela;5349;6141;;11.49;POINT;4697157;-74140516
2013;Marzo;Venezuela;6;11;;17;POINT;4815189;-75736374
2013;Marzo;Venezuela;348;378;;726;POINT;6170465;-7542726
2013;Marzo;Venezuela;151;260;;411;POINT;6185536;-67484028
2013;Marzo;Venezuela;66;117;;183;POINT;7088729;-70740253
2013;Marzo;Venezuela;3;4;;7;POINT;7128047;-73181317
2013;Marzo;Venezuela;1257;1516;;2773;POINT;7819;-72453013
2013;Marzo;Venezuela;195;208;;403;POINT;7927233;-72508188
2013;Abril;Venezuela;1;3;;4;POINT;0.33002;-76876446
2013;Abril;Venezuela;41;71;;112;POINT;0.81488;-77356
2013;Abril;Venezuela;2;3;;5;POINT;10406342;-75527794
2013;Abril;Venezuela;5;24;;29;POINT;10433609;-73247863
2013;Abril;Venezuela;84;112;;196;POINT;10446304;-75516486
2013;Abril;Venezuela;33;57;;90;POINT;10886686;-74776479
2013;Abril;Venezuela;947;1321;;2268;POINT;11360029;-72129595
2013;Abril;Venezuela;2;2;;4;POINT;1152863;-72919186
2013;Abril;Venezuela;8;7;;15;POINT;125862;-81702165
2013;Abril;Venezuela;52;79;;131;POINT;3451668;-76532004
2013;Abril;Venezuela;4657;6221;;10878;POINT;4697157;-74140516
2013;Abril;Venezuela;3;19;;22;POINT;4815189;-75736374
2013;Abril;Venezuela;237;342;;579;POINT;6170465;-7542726
2013;Abril;Venezuela;120;225;;345;POINT;6185536;-67484028
2013;Abril;Venezuela;27;60;;87;POINT;7088729;-70740253
2013;Abril;Venezuela;5;5;;10;POINT;7128047;-73181317
2013;Abril;Venezuela;788;1014;;1802;POINT;7819;-72453013
2013;Abril;Venezuela;119;132;;251;POINT;7927233;-72508188
2013;Abril;Venezuela;0;1;;1;POINT;863337;-7735002
2013;Mayo;Venezuela;1;1;;2;POINT;-4191162;-69941498
2013;Mayo;Venezuela;0;1;;1;POINT;0.33002;-76876446
2013;Mayo;Venezuela;40;57;;97;POINT;0.81488;-77356
2013;Mayo;Venezuela;0;1;;1;POINT;10406342;-75527794
2013;Mayo;Venezuela;117;178;;295;POINT;10446304;-75516486
2013;Mayo;Venezuela;42;82;;124;POINT;10886686;-74776479
2013;Mayo;Venezuela;0;1;;1;POINT;10970933;-74765343
2013;Mayo;Venezuela;0;1;;1;POINT;11247723;-74213989
2013;Mayo;Venezuela;909;1365;;2274;POINT;11360029;-72129595
2013;Mayo;Venezuela;1;1;;2;POINT;1152863;-72919186
2013;Mayo;Venezuela;4;4;;8;POINT;125862;-81702165
2013;Mayo;Venezuela;46;102;;148;POINT;3451668;-76532004
2013;Mayo;Venezuela;1;0;;1;POINT;445285;-75766353
2013;Mayo;Venezuela;4629;6187;;10816;POINT;4697157;-74140516
2013;Mayo;Venezuela;2;11;;13;POINT;4815189;-75736374
2013;Mayo;Venezuela;267;440;;707;POINT;6170465;-7542726
2013;Mayo;Venezuela;78;176;;254;POINT;6185536;-67484028
2013;Mayo;Venezuela;52;67;;119;POINT;7088729;-70740253
2013;Mayo;Venezuela;4;3;;7;POINT;7128047;-73181317
2013;Mayo;Venezuela;905;1117;;2022;POINT;7819;-72453013
2013;Mayo;Venezuela;100;151;;251;POINT;7927233;-72508188
2013;Junio;Venezuela;0;2;;2;POINT;-4191162;-69941498
2013;Junio;Venezuela;0;1;;1;POINT;0.33002;-76876446
2013;Junio;Venezuela;44;57;;101;POINT;0.81488;-77356
2013;Junio;Venezuela;4;41;;45;POINT;10406342;-75527794
2013;Junio;Venezuela;75;116;;191;POINT;10446304;-75516486
2013;Junio;Venezuela;31;76;;107;POINT;10886686;-74776479
2013;Junio;Venezuela;0;1;;1;POINT;11247723;-74213989
2013;Junio;Venezuela;994;1553;;2547;POINT;11360029;-72129595
2013;Junio;Venezuela;0;1;;1;POINT;1152863;-72919186
2013;Junio;Venezuela;7;7;;14;POINT;125862;-81702165
2013;Junio;Venezuela;84;95;;179;POINT;3451668;-76532004
2013;Junio;Venezuela;4884;6.24;;11124;POINT;4697157;-74140516
2013;Junio;Venezuela;1;7;;8;POINT;4815189;-75736374
2013;Junio;Venezuela;332;457;;789;POINT;6170465;-7542726
2013;Junio;Venezuela;132;198;;330;POINT;6185536;-67484028
