Año;Mes;Nacionalidad;Femenino;Masculino;Indefinido;Total;Nueva;columna;georreferenciada
2013;Junio;Venezuela;76;149;;225;POINT;7088729;-70740253
2013;Junio;Venezuela;5;0;;5;POINT;7128047;-73181317
2013;Junio;Venezuela;991;1247;;2238;POINT;7819;-72453013
2013;Junio;Venezuela;116;131;;247;POINT;7927233;-72508188
2013;Julio;Venezuela;0;1;;1;POINT;0.33002;-76876446
2013;Julio;Venezuela;69;115;;184;POINT;0.81488;-77356
2013;Julio;Venezuela;6;9;;15;POINT;10406342;-75527794
2013;Julio;Venezuela;88;168;;256;POINT;10446304;-75516486
2013;Julio;Venezuela;45;128;;173;POINT;10886686;-74776479
2013;Julio;Venezuela;0;2;;2;POINT;11247723;-74213989
2013;Julio;Venezuela;1367;1949;;3316;POINT;11360029;-72129595
2013;Julio;Venezuela;1;0;;1;POINT;1152863;-72919186
2013;Julio;Venezuela;7;6;;13;POINT;125862;-81702165
2013;Julio;Venezuela;88;177;;265;POINT;3451668;-76532004
2013;Julio;Venezuela;5972;6774;;12746;POINT;4697157;-74140516
2013;Julio;Venezuela;4;11;;15;POINT;4815189;-75736374
2013;Julio;Venezuela;476;614;;1.09;POINT;6170465;-7542726
2013;Julio;Venezuela;151;259;;410;POINT;6185536;-67484028
2013;Julio;Venezuela;31;53;;84;POINT;7088729;-70740253
2013;Julio;Venezuela;7;9;;16;POINT;7128047;-73181317
2013;Julio;Venezuela;1625;1944;;3569;POINT;7819;-72453013
2013;Julio;Venezuela;195;278;;473;POINT;7927233;-72508188
2013;Julio;Venezuela;0;2;;2;POINT;863337;-7735002
2013;Agosto;Venezuela;0;1;;1;POINT;-4191162;-69941498
2013;Agosto;Venezuela;2;0;;2;POINT;0.33002;-76876446
2013;Agosto;Venezuela;44;77;;121;POINT;0.81488;-77356
2013;Agosto;Venezuela;21;30;;51;POINT;10406342;-75527794
2013;Agosto;Venezuela;79;113;;192;POINT;10446304;-75516486
2013;Agosto;Venezuela;38;109;;147;POINT;10886686;-74776479
2013;Agosto;Venezuela;2147;2313;;4.46;POINT;11360029;-72129595
2013;Agosto;Venezuela;0;1;;1;POINT;1152863;-72919186
2013;Agosto;Venezuela;6;5;;11;POINT;125862;-81702165
2013;Agosto;Venezuela;71;100;;171;POINT;3451668;-76532004
2013;Agosto;Venezuela;6306;6796;;13102;POINT;4697157;-74140516
2013;Agosto;Venezuela;2;9;;11;POINT;4815189;-75736374
2013;Agosto;Venezuela;481;589;;1.07;POINT;6170465;-7542726
2013;Agosto;Venezuela;23;49;;72;POINT;6185536;-67484028
2013;Agosto;Venezuela;122;164;;286;POINT;7088729;-70740253
2013;Agosto;Venezuela;6;3;;9;POINT;7128047;-73181317
2013;Agosto;Venezuela;1945;2.33;;4275;POINT;7819;-72453013
2013;Agosto;Venezuela;252;316;;568;POINT;7927233;-72508188
2013;Septiembre;Venezuela;0;2;;2;POINT;-4191162;-69941498
2013;Septiembre;Venezuela;193;234;;427;POINT;0.81488;-77356
2013;Septiembre;Venezuela;6;9;;15;POINT;10406342;-75527794
2013;Septiembre;Venezuela;81;140;;221;POINT;10446304;-75516486
2013;Septiembre;Venezuela;32;100;;132;POINT;10886686;-74776479
2013;Septiembre;Venezuela;6;5;;11;POINT;10970933;-74765343
2013;Septiembre;Venezuela;1.13;1867;;2997;POINT;11360029;-72129595
2013;Septiembre;Venezuela;2;4;;6;POINT;1152863;-72919186
2013;Septiembre;Venezuela;4;2;;6;POINT;125862;-81702165
2013;Septiembre;Venezuela;47;70;;117;POINT;3451668;-76532004
2013;Septiembre;Venezuela;0;2;;2;POINT;445285;-75766353
2013;Septiembre;Venezuela;5626;6289;;11915;POINT;4697157;-74140516
2013;Septiembre;Venezuela;3;15;;18;POINT;4815189;-75736374
2013;Septiembre;Venezuela;347;463;;810;POINT;6170465;-7542726
2013;Septiembre;Venezuela;10;49;;59;POINT;6185536;-67484028
2013;Septiembre;Venezuela;25;48;;73;POINT;7088729;-70740253
2013;Septiembre;Venezuela;10;11;;21;POINT;7128047;-73181317
2013;Septiembre;Venezuela;1235;1549;;2784;POINT;7819;-72453013
2013;Septiembre;Venezuela;199;269;;468;POINT;7927233;-72508188
2013;Octubre;Venezuela;0;2;;2;POINT;-4191162;-69941498
2013;Octubre;Venezuela;1;3;;4;POINT;0.33002;-76876446
2013;Octubre;Venezuela;214;252;;466;POINT;0.81488;-77356
2013;Octubre;Venezuela;7;26;;33;POINT;10406342;-75527794
2013;Octubre;Venezuela;59;122;;181;POINT;10446304;-75516486
2013;Octubre;Venezuela;33;86;;119;POINT;10886686;-74776479
2013;Octubre;Venezuela;0;1;;1;POINT;10970933;-74765343
2013;Octubre;Venezuela;1208;1953;;3161;POINT;11360029;-72129595
2013;Octubre;Venezuela;0;2;;2;POINT;1152863;-72919186
2013;Octubre;Venezuela;2;5;;7;POINT;125862;-81702165
2013;Octubre;Venezuela;67;87;;154;POINT;3451668;-76532004
2013;Octubre;Venezuela;0;1;;1;POINT;445285;-75766353
2013;Octubre;Venezuela;5535;6683;;12218;POINT;4697157;-74140516
2013;Octubre;Venezuela;1;10;;11;POINT;4815189;-75736374
2013;Octubre;Venezuela;583;579;;1162;POINT;6170465;-7542726
2013;Octubre;Venezuela;17;81;;98;POINT;6185536;-67484028
2013;Octubre;Venezuela;119;159;;278;POINT;7088729;-70740253
2013;Octubre;Venezuela;2;7;;9;POINT;7128047;-73181317
2013;Octubre;Venezuela;1749;2071;;3.82;POINT;7819;-72453013
2013;Octubre;Venezuela;248;326;;574;POINT;7927233;-72508188
2013;Noviembre;Venezuela;2;0;;2;POINT;-4191162;-69941498
2013;Noviembre;Venezuela;172;241;;413;POINT;0.81488;-77356
2013;Noviembre;Venezuela;9;34;;43;POINT;10406342;-75527794
2013;Noviembre;Venezuela;80;133;;213;POINT;10446304;-75516486
2013;Noviembre;Venezuela;37;91;;128;POINT;10886686;-74776479
2013;Noviembre;Venezuela;0;1;;1;POINT;10970933;-74765343
2013;Noviembre;Venezuela;1016;1966;;2982;POINT;11360029;-72129595
2013;Noviembre;Venezuela;2;3;;5;POINT;1152863;-72919186
2013;Noviembre;Venezuela;0;1;;1;POINT;125744111;-81703935
2013;Noviembre;Venezuela;4;3;;7;POINT;125862;-81702165
2013;Noviembre;Venezuela;77;133;;210;POINT;3451668;-76532004
2013;Noviembre;Venezuela;0;1;;1;POINT;445285;-75766353
2013;Noviembre;Venezuela;5512;6.3;;11812;POINT;4697157;-74140516
2013;Noviembre;Venezuela;2;10;;12;POINT;4815189;-75736374
2013;Noviembre;Venezuela;795;783;;1578;POINT;6170465;-7542726
2013;Noviembre;Venezuela;136;189;;325;POINT;6185536;-67484028
2013;Noviembre;Venezuela;69;132;;201;POINT;7088729;-70740253
2013;Noviembre;Venezuela;2;10;;12;POINT;7128047;-73181317
2013;Noviembre;Venezuela;1678;2.29;;3968;POINT;7819;-72453013
2013;Noviembre;Venezuela;388;536;;924;POINT;7927233;-72508188
2013;Noviembre;Venezuela;0;1;;1;POINT;863337;-7735002
2013;Diciembre;Venezuela;0;1;;1;POINT;0.33002;-76876446
2013;Diciembre;Venezuela;149;218;;367;POINT;0.81488;-77356
2013;Diciembre;Venezuela;13;30;;43;POINT;10406342;-75527794
2013;Diciembre;Venezuela;139;168;;307;POINT;10446304;-75516486
2013;Diciembre;Venezuela;67;115;;182;POINT;10886686;-74776479
2013;Diciembre;Venezuela;2996;4237;;7233;POINT;11360029;-72129595
2013;Diciembre;Venezuela;7;6;;13;POINT;1152863;-72919186
2013;Diciembre;Venezuela;4;4;;8;POINT;125862;-81702165
2013;Diciembre;Venezuela;118;130;;248;POINT;3451668;-76532004
2013;Diciembre;Venezuela;0;1;;1;POINT;3884426;-77061029
2013;Diciembre;Venezuela;0;3;;3;POINT;445285;-75766353
2013;Diciembre;Venezuela;6548;7145;;13693;POINT;4697157;-74140516
2013;Diciembre;Venezuela;12;13;;25;POINT;4815189;-75736374
2013;Diciembre;Venezuela;834;784;;1618;POINT;6170465;-7542726
2013;Diciembre;Venezuela;48;105;;153;POINT;6185536;-67484028
2013;Diciembre;Venezuela;165;271;;436;POINT;7088729;-70740253
2013;Diciembre;Venezuela;8;11;;19;POINT;7128047;-73181317
2013;Diciembre;Venezuela;2803;3371;;6174;POINT;7819;-72453013
2013;Diciembre;Venezuela;454;552;;1006;POINT;7927233;-72508188
2013;Diciembre;Venezuela;0;1;;1;POINT;863337;-7735002
2014;Enero;Venezuela;2;11;;13;POINT;10406342;-75527794
2014;Enero;Venezuela;22;48;;70;POINT;10446304;-75516486
2014;Enero;Venezuela;29;67;;96;POINT;10886686;-74776479
2014;Enero;Venezuela;0;3;;3;POINT;11117206;-74232675
2014;Enero;Venezuela;1689;2919;;4608;POINT;11360029;-72129595
2014;Enero;Venezuela;40;48;;88;POINT;3451668;-76532004
2014;Enero;Venezuela;4501;5321;;9822;POINT;4697157;-74140516
2014;Enero;Venezuela;3;18;;21;POINT;4815189;-75736374
2014;Enero;Venezuela;365;440;;805;POINT;6170465;-7542726
2014;Enero;Venezuela;45;75;;120;POINT;6185536;-67484028
2014;Enero;Venezuela;79;183;;262;POINT;7088729;-70740253
2014;Enero;Venezuela;0;2;;2;POINT;7128047;-73181317
2014;Enero;Venezuela;2849;3141;;5.99;POINT;7819;-72453013
2014;Enero;Venezuela;140;181;;321;POINT;7927233;-72508188
2014;Febrero;Venezuela;0;19;;19;POINT;10406342;-75527794
2014;Febrero;Venezuela;9;44;;53;POINT;10446304;-75516486
2014;Febrero;Venezuela;44;76;;120;POINT;10886686;-74776479
2014;Febrero;Venezuela;1646;2334;;3.98;POINT;11360029;-72129595
2014;Febrero;Venezuela;11;19;;30;POINT;3451668;-76532004
2014;Febrero;Venezuela;3035;4.13;;7165;POINT;4697157;-74140516
2014;Febrero;Venezuela;3;3;;6;POINT;4815189;-75736374
2014;Febrero;Venezuela;193;268;;461;POINT;6170465;-7542726
2014;Febrero;Venezuela;43;90;;133;POINT;6185536;-67484028
2014;Febrero;Venezuela;55;84;;139;POINT;7088729;-70740253
2014;Febrero;Venezuela;1;4;;5;POINT;7128047;-73181317
2014;Febrero;Venezuela;1558;2162;;3.72;POINT;7819;-72453013
2014;Febrero;Venezuela;89;132;;221;POINT;7927233;-72508188
2014;Marzo;Venezuela;0;2;;2;POINT;10406342;-75527794
2014;Marzo;Venezuela;31;75;;106;POINT;10446304;-75516486
2014;Marzo;Venezuela;22;61;;83;POINT;10886686;-74776479
2014;Marzo;Venezuela;0;1;;1;POINT;11247723;-74213989
2014;Marzo;Venezuela;1061;1865;;2926;POINT;11360029;-72129595
2014;Marzo;Venezuela;2;7;;9;POINT;125862;-81702165
2014;Marzo;Venezuela;13;27;;40;POINT;3451668;-76532004
2014;Marzo;Venezuela;2743;3709;;6452;POINT;4697157;-74140516
2014;Marzo;Venezuela;4;3;;7;POINT;4815189;-75736374
2014;Marzo;Venezuela;135;214;;349;POINT;6170465;-7542726
2014;Marzo;Venezuela;69;135;;204;POINT;6185536;-67484028
2014;Marzo;Venezuela;85;164;;249;POINT;7088729;-70740253
2014;Marzo;Venezuela;5;7;;12;POINT;7128047;-73181317
2014;Marzo;Venezuela;1159;1827;;2986;POINT;7819;-72453013
2014;Marzo;Venezuela;64;79;;143;POINT;7927233;-72508188
2014;Abril;Venezuela;0;9;;9;POINT;10406342;-75527794
2014;Abril;Venezuela;14;58;;72;POINT;10446304;-75516486
2014;Abril;Venezuela;18;73;;91;POINT;10886686;-74776479
2014;Abril;Venezuela;0;2;;2;POINT;10970933;-74765343
2014;Abril;Venezuela;0;2;;2;POINT;11247723;-74213989
2014;Abril;Venezuela;1885;2916;;4801;POINT;11360029;-72129595
2014;Abril;Venezuela;4;5;;9;POINT;125862;-81702165
2014;Abril;Venezuela;9;18;;27;POINT;3451668;-76532004
2014;Abril;Venezuela;3862;4057;;7919;POINT;4697157;-74140516
2014;Abril;Venezuela;5;8;;13;POINT;4815189;-75736374
2014;Abril;Venezuela;260;317;;577;POINT;6170465;-7542726
2014;Abril;Venezuela;21;34;;55;POINT;6185536;-67484028
2014;Abril;Venezuela;65;124;;189;POINT;7088729;-70740253
2014;Abril;Venezuela;4;13;;17;POINT;7128047;-73181317
2014;Abril;Venezuela;1845;2486;;4331;POINT;7819;-72453013
2014;Abril;Venezuela;119;134;;253;POINT;7927233;-72508188
2014;Mayo;Venezuela;0;17;;17;POINT;10406342;-75527794
2014;Mayo;Venezuela;4;6;;10;POINT;10433609;-73247863
2014;Mayo;Venezuela;11;32;;43;POINT;10446304;-75516486
2014;Mayo;Venezuela;14;48;;62;POINT;10886686;-74776479
2014;Mayo;Venezuela;0;1;;1;POINT;10970933;-74765343
2014;Mayo;Venezuela;0;1;;1;POINT;11247723;-74213989
2014;Mayo;Venezuela;1033;1669;;2702;POINT;11360029;-72129595
2014;Mayo;Venezuela;1;0;;1;POINT;125862;-81702165
2014;Mayo;Venezuela;19;42;;61;POINT;3451668;-76532004
2014;Mayo;Venezuela;3038;4216;;7254;POINT;4697157;-74140516
2014;Mayo;Venezuela;4;10;;14;POINT;4815189;-75736374
2014;Mayo;Venezuela;246;445;;691;POINT;6170465;-7542726
2014;Mayo;Venezuela;15;29;;44;POINT;6185536;-67484028
2014;Mayo;Venezuela;27;35;;62;POINT;7088729;-70740253
2014;Mayo;Venezuela;0;2;;2;POINT;7128047;-73181317
2014;Mayo;Venezuela;1303;1879;;3182;POINT;7819;-72453013
2014;Mayo;Venezuela;104;120;;224;POINT;7927233;-72508188
2014;Junio;Venezuela;0;18;;18;POINT;10406342;-75527794
2014;Junio;Venezuela;4;10;;14;POINT;10446304;-75516486
2014;Junio;Venezuela;20;56;;76;POINT;10886686;-74776479
2014;Junio;Venezuela;0;2;;2;POINT;10970933;-74765343
2014;Junio;Venezuela;1;2;;3;POINT;11117206;-74232675
2014;Junio;Venezuela;1189;1867;;3056;POINT;11360029;-72129595
2014;Junio;Venezuela;9;18;;27;POINT;3451668;-76532004
2014;Junio;Venezuela;4483;5441;;9924;POINT;4697157;-74140516
2014;Junio;Venezuela;1;1;;2;POINT;4815189;-75736374
2014;Junio;Venezuela;64;104;;168;POINT;6170465;-7542726
2014;Junio;Venezuela;35;51;;86;POINT;6185536;-67484028
2014;Junio;Venezuela;82;169;;251;POINT;7088729;-70740253
2014;Junio;Venezuela;4;12;;16;POINT;7128047;-73181317
2014;Junio;Venezuela;1494;2076;;3.57;POINT;7819;-72453013
2014;Junio;Venezuela;156;172;;328;POINT;7927233;-72508188
2014;Julio;Venezuela;0;44;;44;POINT;10406342;-75527794
2014;Julio;Venezuela;23;105;;128;POINT;10446304;-75516486
2014;Julio;Venezuela;15;50;;65;POINT;10886686;-74776479
2014;Julio;Venezuela;0;12;;12;POINT;11117206;-74232675
2014;Julio;Venezuela;0;2;;2;POINT;11247723;-74213989
2014;Julio;Venezuela;1692;2297;;3989;POINT;11360029;-72129595
2014;Julio;Venezuela;3;22;;25;POINT;3451668;-76532004
2014;Julio;Venezuela;4963;5311;;10274;POINT;4697157;-74140516
2014;Julio;Venezuela;0;1;;1;POINT;4815189;-75736374
2014;Julio;Venezuela;94;157;;251;POINT;6170465;-7542726
2014;Julio;Venezuela;13;23;;36;POINT;6185536;-67484028
2014;Julio;Venezuela;55;88;;143;POINT;7088729;-70740253
2014;Julio;Venezuela;2817;3509;;6326;POINT;7819;-72453013
2014;Julio;Venezuela;274;278;;552;POINT;7927233;-72508188
2014;Agosto;Venezuela;1;19;;20;POINT;10406342;-75527794
2014;Agosto;Venezuela;18;83;;101;POINT;10446304;-75516486
2014;Agosto;Venezuela;10;43;;53;POINT;10886686;-74776479
2014;Agosto;Venezuela;3;5;;8;POINT;11117206;-74232675
2014;Agosto;Venezuela;2767;3257;;6024;POINT;11360029;-72129595
2014;Agosto;Venezuela;1;3;;4;POINT;125862;-81702165
2014;Agosto;Venezuela;1;6;;7;POINT;3451668;-76532004
2014;Agosto;Venezuela;4499;4398;;8897;POINT;4697157;-74140516
2014;Agosto;Venezuela;2;2;;4;POINT;4815189;-75736374
2014;Agosto;Venezuela;84;184;;268;POINT;6170465;-7542726
2014;Agosto;Venezuela;32;207;;239;POINT;6185536;-67484028
2014;Agosto;Venezuela;177;289;;466;POINT;7088729;-70740253
2014;Agosto;Venezuela;16;19;;35;POINT;7128047;-73181317
2014;Agosto;Venezuela;4781;5584;;10365;POINT;7819;-72453013
2014;Agosto;Venezuela;586;722;;1308;POINT;7927233;-72508188
2014;Septiembre;Venezuela;0;3;;3;POINT;10406342;-75527794
2014;Septiembre;Venezuela;9;42;;51;POINT;10446304;-75516486
2014;Septiembre;Venezuela;5;73;;78;POINT;10886686;-74776479
2014;Septiembre;Venezuela;0;1;;1;POINT;11247723;-74213989
2014;Septiembre;Venezuela;1527;2192;;3719;POINT;11360029;-72129595
2014;Septiembre;Venezuela;2;3;;5;POINT;125862;-81702165
2014;Septiembre;Venezuela;14;17;;31;POINT;3451668;-76532004
2014;Septiembre;Venezuela;3421;3.87;;7291;POINT;4697157;-74140516
2014;Septiembre;Venezuela;1;1;;2;POINT;4815189;-75736374
2014;Septiembre;Venezuela;29;75;;104;POINT;6170465;-7542726
2014;Septiembre;Venezuela;22;40;;62;POINT;6185536;-67484028
2014;Septiembre;Venezuela;69;85;;154;POINT;7088729;-70740253
2014;Septiembre;Venezuela;3;2;;5;POINT;7128047;-73181317
2014;Septiembre;Venezuela;3.12;4014;;7134;POINT;7819;-72453013
2014;Septiembre;Venezuela;393;399;;792;POINT;7927233;-72508188
2014;Octubre;Venezuela;0;11;;11;POINT;10406342;-75527794
2014;Octubre;Venezuela;7;35;;42;POINT;10446304;-75516486
2014;Octubre;Venezuela;19;74;;93;POINT;10886686;-74776479
2014;Octubre;Venezuela;0;3;;3;POINT;10970933;-74765343
2014;Octubre;Venezuela;1236;2044;;3.28;POINT;11360029;-72129595
2014;Octubre;Venezuela;18;38;;56;POINT;3451668;-76532004
2014;Octubre;Venezuela;3765;4607;;8372;POINT;4697157;-74140516
2014;Octubre;Venezuela;0;2;;2;POINT;4815189;-75736374
2014;Octubre;Venezuela;68;92;;160;POINT;6170465;-7542726
2014;Octubre;Venezuela;224;423;;647;POINT;6185536;-67484028
2014;Octubre;Venezuela;108;155;;263;POINT;7088729;-70740253
2014;Octubre;Venezuela;0;3;;3;POINT;7128047;-73181317
2014;Octubre;Venezuela;2798;3919;;6717;POINT;7819;-72453013
2014;Octubre;Venezuela;282;386;;668;POINT;7927233;-72508188
2014;Octubre;Venezuela;0;2;;2;POINT;9402597;-75681642
2014;Noviembre;Venezuela;0;12;;12;POINT;10406342;-75527794
2014;Noviembre;Venezuela;19;78;;97;POINT;10446304;-75516486
2014;Noviembre;Venezuela;10;55;;65;POINT;10886686;-74776479
2014;Noviembre;Venezuela;0;1;;1;POINT;10970933;-74765343
2014;Noviembre;Venezuela;1185;1999;;3184;POINT;11360029;-72129595
2014;Noviembre;Venezuela;0;2;;2;POINT;125862;-81702165
2014;Noviembre;Venezuela;12;33;;45;POINT;3451668;-76532004
2014;Noviembre;Venezuela;3854;4413;;8267;POINT;4697157;-74140516
2014;Noviembre;Venezuela;1;3;;4;POINT;4815189;-75736374
2014;Noviembre;Venezuela;37;115;;152;POINT;6170465;-7542726
2014;Noviembre;Venezuela;383;611;;994;POINT;6185536;-67484028
2014;Noviembre;Venezuela;83;143;;226;POINT;7088729;-70740253
2014;Noviembre;Venezuela;2893;3899;;6792;POINT;7819;-72453013
2014;Noviembre;Venezuela;241;327;;568;POINT;7927233;-72508188
2014;Diciembre;Venezuela;8;22;;30;POINT;10446304;-75516486
2014;Diciembre;Venezuela;15;56;;71;POINT;10886686;-74776479
2014;Diciembre;Venezuela;0;3;;3;POINT;10970933;-74765343
2014;Diciembre;Venezuela;0;6;;6;POINT;11117206;-74232675
2014;Diciembre;Venezuela;3505;4402;;7907;POINT;11360029;-72129595
2014;Diciembre;Venezuela;4;1;;5;POINT;125862;-81702165
2014;Diciembre;Venezuela;10;16;;26;POINT;3451668;-76532004
2014;Diciembre;Venezuela;7;7;;14;POINT;3866713;-67927521
2014;Diciembre;Venezuela;4523;4553;;9076;POINT;4697157;-74140516
2014;Diciembre;Venezuela;0;1;;1;POINT;4815189;-75736374
2014;Diciembre;Venezuela;64;74;;138;POINT;6170465;-7542726
2014;Diciembre;Venezuela;404;650;;1054;POINT;6185536;-67484028
2014;Diciembre;Venezuela;206;311;;517;POINT;7088729;-70740253
2014;Diciembre;Venezuela;3;13;;16;POINT;7128047;-73181317
2014;Diciembre;Venezuela;6268;7293;;13561;POINT;7819;-72453013
2014;Diciembre;Venezuela;669;627;;1296;POINT;7927233;-72508188
2015;Enero;Venezuela;0;19;;19;POINT;10406342;-75527794
2015;Enero;Venezuela;5;19;;24;POINT;10446304;-75516486
2015;Enero;Venezuela;9;45;;54;POINT;10886686;-74776479
2015;Enero;Venezuela;0;4;;4;POINT;10970933;-74765343
2015;Enero;Venezuela;1843;2794;;4637;POINT;11360029;-72129595
2015;Enero;Venezuela;9;34;;43;POINT;3451668;-76532004
2015;Enero;Venezuela;8;8;;16;POINT;3866713;-67927521
2015;Enero;Venezuela;3405;3945;;7.35;POINT;4697157;-74140516
2015;Enero;Venezuela;8;4;;12;POINT;4815189;-75736374
2015;Enero;Venezuela;45;87;;132;POINT;6170465;-7542726
2015;Enero;Venezuela;384;571;;955;POINT;6185536;-67484028
2015;Enero;Venezuela;93;189;;282;POINT;7088729;-70740253
2015;Enero;Venezuela;2;3;;5;POINT;7128047;-73181317
2015;Enero;Venezuela;3709;4861;;8.57;POINT;7819;-72453013
2015;Enero;Venezuela;296;286;;582;POINT;7927233;-72508188
2015;Febrero;Venezuela;0;22;;22;POINT;10406342;-75527794
2015;Febrero;Venezuela;20;32;;52;POINT;10446304;-75516486
2015;Febrero;Venezuela;13;71;;84;POINT;10886686;-74776479
2015;Febrero;Venezuela;0;4;;4;POINT;10970933;-74765343
2015;Febrero;Venezuela;2256;3048;;5304;POINT;11360029;-72129595
2015;Febrero;Venezuela;9;22;;31;POINT;3451668;-76532004
2015;Febrero;Venezuela;5;22;;27;POINT;3866713;-67927521
2015;Febrero;Venezuela;2942;3699;;6641;POINT;4697157;-74140516
2015;Febrero;Venezuela;0;1;;1;POINT;4815189;-75736374
2015;Febrero;Venezuela;26;67;;93;POINT;6170465;-7542726
2015;Febrero;Venezuela;305;511;;816;POINT;6185536;-67484028
2015;Febrero;Venezuela;70;118;;188;POINT;7088729;-70740253
2015;Febrero;Venezuela;1;5;;6;POINT;7128047;-73181317
2015;Febrero;Venezuela;2825;3574;;6399;POINT;7819;-72453013
2015;Febrero;Venezuela;252;282;;534;POINT;7927233;-72508188
2015;Marzo;Venezuela;1;28;;29;POINT;10406342;-75527794
2015;Marzo;Venezuela;57;104;;161;POINT;10446304;-75516486
2015;Marzo;Venezuela;7;68;;75;POINT;10886686;-74776479
2015;Marzo;Venezuela;0;7;;7;POINT;10970933;-74765343
2015;Marzo;Venezuela;2142;2691;;4833;POINT;11360029;-72129595
2015;Marzo;Venezuela;7;14;;21;POINT;3451668;-76532004
2015;Marzo;Venezuela;11;12;;23;POINT;3866713;-67927521
2015;Marzo;Venezuela;0;1;;1;POINT;3884426;-77061029
2015;Marzo;Venezuela;3645;4259;;7904;POINT;4697157;-74140516
2015;Marzo;Venezuela;5;6;;11;POINT;4815189;-75736374
2015;Marzo;Venezuela;31;83;;114;POINT;6170465;-7542726
2015;Marzo;Venezuela;124;228;;352;POINT;6185536;-67484028
2015;Marzo;Venezuela;142;227;;369;POINT;7088729;-70740253
2015;Marzo;Venezuela;4;7;;11;POINT;7128047;-73181317
